cluster,incident_type,lat,lng
5,FOOT PATROL,38.91205,-92.33361
5,VANDALISM,38.91723,-92.33811
5,ASSIST OFFICER,38.8862,-92.3416
5,CHECK SUBJECT,38.91874,-92.33776
5,ASSIST CITIZEN,38.91357,-92.35357
5,SUSPICIOUS INCIDENT,38.91055,-92.33264
5,PARKING VIOLATION,38.91875,-92.33066
5,TRAFFIC STOP,38.911,-92.33687
5,911 CHECKS,38.90077,-92.35261
5,FOOT PATROL,38.88935,-92.34902
5,SUSPICIOUS INCIDENT,38.89973,-92.35217
5,TRAFFIC CONTROL,38.91874,-92.33776
5,LAW ALARM,38.91312,-92.32405
5,STALLED VEHICLE,38.91021,-92.330863
5,C&I DRIVING,38.9204,-92.3355
5,ACCIDENT,38.90016,-92.35043
5,911 CHECKS,38.91,-92.326
5,CIVIL MATTER,38.9175,-92.3579
5,CHECK THE WELFARE,38.91055,-92.33264
5,911 CHECKS,38.90828,-92.35279
5,TRAFFIC STOP,38.89469,-92.3432
5,SUSPICIOUS VEHICLE,38.89945,-92.34589
5,LAW ALARM,38.901148,-92.310519
5,TRAFFIC HAZARD,38.90766,-92.32977
5,LAW ALARM,38.90375,-92.31283
5,SPECIAL ASSIGNMENT,38.90182,-92.33708
5,911 CHECKS,38.91703,-92.33656
5,TRESPASSING,38.91312,-92.32405
5,911 CHECKS,38.91703,-92.33656
5,SPECIAL ASSIGNMENT,38.87789,-92.37535
5,TRAFFIC,38.90182,-92.33708
5,ACCIDENT,38.91748,-92.33725
5,911 CHECKS,38.9098,-92.3306
5,TRAFFIC STOP,38.900557,-92.360253
5,DISTURBANCE,38.9075,-92.3448
5,911 CHECKS,38.8922,-92.3377
5,ABANDONED VEHICLE,38.92311,-92.35815
5,ACCIDENT,38.91128,-92.35363
5,AUTO THEFT,38.89533,-92.33979
5,C&I DRIVING,38.895,-92.34219
5,ASSIST CITIZEN,38.90843,-92.35494
5,TRAFFIC STOP,38.90084,-92.36561
5,CIVIL MATTER,38.87067,-92.3796
5,911 CHECKS,38.91974,-92.33761
5,LAW ALARM,38.91013,-92.32969
5,STALLED VEHICLE,38.91005,-92.34497
5,911 CHECKS,38.89846,-92.35316
5,AUTO THEFT,38.911,-92.33687
5,LARCENY,38.91021,-92.330863
5,TRAFFIC HAZARD,38.91778,-92.34849
5,ACCIDENT,38.90289,-92.34396
5,DISTURBANCE,38.91778,-92.34849
5,PARKING VIOLATION,38.92438,-92.33976
5,ACCIDENT,38.911,-92.33687
5,FRAUD,38.911,-92.33687
5,ACCIDENT,38.91794,-92.34127
5,TRAFFIC HAZARD,38.90828,-92.35279
5,ACCIDENT,38.90927,-92.35601
5,DISTURBANCE,38.91739,-92.34905
5,LAW ALARM,38.8998,-92.34648
5,LEAVING THE SCENE ACCIDENT,38.9158,-92.36394
5,ABANDONED VEHICLE,38.8896,-92.35341
5,FOOT PATROL,38.91778,-92.34401
5,DISTURBANCE,38.90585,-92.32706
5,SUSPICIOUS PERSON,38.91021,-92.330863
5,911 CHECKS,38.88801,-92.34481
5,PARKING VIOLATION,38.88768,-92.34492
5,HARASSMENT,38.91137,-92.31878
5,SPECIAL ASSIGNMENT,38.90904,-92.32797
5,DISTURBANCE,38.89704,-92.34573
5,LEAVING THE SCENE ACCIDENT,38.9197,-92.32758
5,LAW ALARM,38.9102,-92.3349
5,FOOT PATROL,38.92335,-92.34065
5,911 CHECKS,38.9098,-92.3306
5,PEACE DISTURBANCE,38.91,-92.3323
5,TRAFFIC STOP,38.90726,-92.33772
5,SUSPICIOUS INCIDENT,38.9131,-92.3264
6,TRESPASSING,38.99221,-92.31791
6,LARCENY,39.00124,-92.31707
6,911 CHECKS,38.993,-92.3174
6,VANDALISM,39.0061,-92.31822
6,ASSAULT,38.98646,-92.32027
6,TRESPASSING,38.99595,-92.31625
6,TRAFFIC STOP,38.97725,-92.33258
6,SUSPICIOUS PERSON,38.98711,-92.33613
6,911 CHECKS,38.97181,-92.31355
6,911 CHECKS,38.9772,-92.345
6,PARKING VIOLATION,39.0083,-92.33041
6,911 CHECKS,38.97698,-92.3444
6,HARASSMENT,38.99916,-92.31526
6,LARCENY,38.9771,-92.3264
6,LAW ALARM,38.97291,-92.33769
6,ACCIDENT,38.9687,-92.325
6,CIVIL MATTER,39.00035,-92.31531
6,ACCIDENT,38.971,-92.3257
6,DISTURBANCE,38.97183,-92.32303
6,LAW ALARM,38.97128,-92.33153
6,SUSPICIOUS INCIDENT,38.97413,-92.31214
6,SUSPICIOUS INCIDENT,38.97097,-92.34173
6,911 CHECKS,39.001,-92.3173
6,911 CHECKS,38.99673,-92.31532
6,CIVIL MATTER,38.98983,-92.32227
6,911 CHECKS,38.99274,-92.32319
6,911 CHECKS,38.97913,-92.32354
6,HARASSMENT,38.97119,-92.32184
6,ASSIST CITIZEN,38.97093,-92.33323
6,CHECK OPEN BUSINESS,38.9891,-92.32397
6,ASSIST FIRE,38.99266,-92.32523
6,FRAUD,38.98023,-92.32269
6,911 CHECKS,39.00665,-92.31854
6,DISTURBANCE,38.99256,-92.31769
6,911 CHECKS,39.01597,-92.32046
6,ABANDONED VEHICLE,38.9687,-92.325
6,SUSPICIOUS PERSON,39.00669,-92.31932
6,TRESPASSING,38.97071,-92.32614
6,PEACE DISTURBANCE,38.99456,-92.31781
6,TRAFFIC OBSERVATION,38.9771,-92.3264
6,TRAFFIC STOP,38.98623,-92.30858
6,PEACE DISTURBANCE,39.00124,-92.31887
6,TRESPASSING,38.97044,-92.33521
6,STALLED VEHICLE,38.9687,-92.325
6,SUSPICIOUS INCIDENT,39.00225,-92.31205
6,TRAFFIC STOP,38.97174,-92.3273
6,DISTURBANCE,39.00123,-92.31689
6,DWI,38.9841,-92.3189
6,TRAFFIC STOP,38.98948,-92.32383
6,911 CHECKS,38.971,-92.3257
6,911 CHECKS,39.00636,-92.31847
6,TRAFFIC STOP,38.971,-92.3257
6,HARASSMENT,38.97385,-92.34397
6,911 CHECKS,39.00272,-92.32274
6,TRAFFIC STOP,38.9842,-92.32282
6,HARASSMENT,38.98733,-92.3269
6,MISSING PERSON,38.97065,-92.32667
6,911 CHECKS,38.97973,-92.32397
6,LARCENY MV,38.97828,-92.34596
6,CHECK OPEN BUSINESS,38.9891,-92.32397
6,DISTURBANCE,38.98129,-92.32454
6,WARRANT,38.9883,-92.33209
6,WARRANT,38.9883,-92.33209
6,MISSING PERSON,38.9852,-92.3342
6,ASSIST MEDICS,38.9843,-92.3356
6,LARCENY,38.9883,-92.33209
6,SUSPICIOUS VEHICLE,38.98,-92.3113
6,SUSPICIOUS INCIDENT,38.99214,-92.30857
6,911 CHECKS,38.97757,-92.32906
6,LEAVING THE SCENE ACCIDENT,38.9841,-92.3189
6,911 CHECKS,38.9887,-92.3374
6,LOCKOUT,39.00076,-92.31659
6,DISTURBANCE,38.98646,-92.32027
6,CHECK SUBJECT,38.97188,-92.32087
6,ASSIST FIRE,38.97314,-92.33457
6,CHECK THE WELFARE,38.99235,-92.33665
6,LAW ALARM,38.97188,-92.32083
6,BURGLARY,38.97789,-92.32561
6,LARCENY MV,38.96985,-92.33419
6,911 CHECKS,38.9851,-92.3207
6,LAW ALARM,38.99361,-92.32438
6,DISTURBANCE,38.99362,-92.3176
6,911 CHECKS,38.97826,-92.31294
6,SUSPICIOUS VEHICLE,38.99955,-92.31313
6,FOOT PATROL,39.0073,-92.3177
6,TRAFFIC STOP,38.96982,-92.33103
6,TRAFFIC STOP,38.99274,-92.32319
6,BURGLARY,38.9768,-92.3144
6,911 CHECKS,38.98431,-92.31036
6,LAW ALARM,38.97022,-92.31592
6,CHECK OPEN BUSINESS,38.97022,-92.31592
6,FOOT PATROL,38.97481,-92.34205
6,CHECK OPEN BUSINESS,38.97188,-92.32083
6,LAW ALARM,39.00886,-92.33352
6,ACCIDENT,38.97153,-92.33429
6,TRAFFIC STOP,38.99096,-92.33678
6,TRAFFIC HAZARD,38.97289,-92.33457
6,TRAFFIC STOP,38.9833,-92.3333
6,BURGLARY,38.9717,-92.3317
6,911 CHECKS,38.98108,-92.32516
6,ACCIDENT,38.976,-92.31455
6,LARCENY,38.97044,-92.33521
6,PEACE DISTURBANCE,38.98023,-92.32269
6,ASSIST CITIZEN,39.00601,-92.31821
6,HARASSMENT,38.98126,-92.31389
6,ABANDONED VEHICLE,38.97044,-92.33521
6,ASSIST MEDICS,38.9828,-92.3261
6,ACCIDENT,38.97022,-92.31592
6,FRAUD,38.98581,-92.34476
6,ASSIST CITIZEN,38.971,-92.3257
6,911 CHECKS,38.9891,-92.32397
6,PEACE DISTURBANCE,39.0037,-92.3346
6,ACCIDENT,38.96995,-92.33315
6,911 CHECKS,39.0008,-92.3235
6,PARKING VIOLATION,38.97153,-92.33429
6,911 CHECKS,38.97044,-92.33521
6,PARKING VIOLATION,38.9715,-92.32672
6,LARCENY,38.99673,-92.31543
6,ASSAULT,39.00067,-92.31334
6,SUSPICIOUS INCIDENT,39.00067,-92.31334
6,911 CHECKS,38.98731,-92.32208
6,TRAFFIC HAZARD,38.976607,-92.312149
6,TRAFFIC HAZARD,38.9947,-92.31805
6,HARASSMENT,39.0061,-92.3177
6,ACCIDENT,38.97481,-92.34179
6,FRAUD,39.00077,-92.31671
6,CHECK THE WELFARE,38.99032,-92.33444
6,TRAFFIC HAZARD,38.975,-92.3412
6,DISTURBANCE,38.971,-92.3257
6,ASSIST CITIZEN,38.98132,-92.32475
6,ASSAULT,38.989021,-92.325808
6,LAW ALARM,38.98042,-92.31886
6,TRAFFIC HAZARD,38.9687,-92.325
6,911 CHECKS,38.9687,-92.325
6,TRAFFIC STOP,38.97052,-92.33297
6,TRAFFIC STOP,38.9687,-92.325
6,TRESPASSING,38.9931,-92.3238
6,ASSIST FIRE,38.9687,-92.325
6,TRAFFIC STOP,38.9747,-92.3265
6,LARCENY,38.9687,-92.325
6,911 CHECKS,38.97052,-92.33297
6,TRESPASS SUBJECT,38.98962,-92.32969
6,SUSPICIOUS VEHICLE,39.00879,-92.33544
6,TRAFFIC STOP,38.989814,-92.324272
6,SUSPICIOUS VEHICLE,38.9802,-92.3113
6,TRAFFIC STOP,38.983742,-92.334023
6,TRAFFIC HAZARD,38.97119,-92.32184
6,LAW ALARM,38.97343,-92.33593
6,911 CHECKS,38.9724,-92.3436
6,ROBBERY,38.98047,-92.32179
6,LAW ALARM,39.0073,-92.3177
6,SPECIAL ASSIGNMENT,39.00669,-92.31932
6,TRAFFIC STOP,39.0008,-92.3235
6,DISTURBANCE,38.971,-92.3257
6,HARASSMENT,38.9717,-92.326
6,ACCIDENT,38.99753,-92.31463
6,DISTURBANCE,39.0024,-92.3179
6,ACCIDENT,39.0024,-92.3179
6,TRAFFIC STOP,39.00744,-92.31621
6,ASSIST OTHER AGENCY,38.9891,-92.32397
6,VANDALISM,39.0015,-92.3127
6,SPECIAL ASSIGNMENT,38.9923,-92.33347
6,TRAFFIC STOP,38.97198,-92.32669
6,ABANDONED VEHICLE,38.98505,-92.32517
6,VANDALISM,39.00063,-92.31297
6,911 CHECKS,39.0058,-92.3189
6,SUSPICIOUS PERSON,38.98431,-92.31036
6,911 CHECKS,38.9841,-92.334
6,SUSPICIOUS VEHICLE,39.00882,-92.33522
6,PARKING VIOLATION,38.97289,-92.33596
6,TRESPASS SUBJECT,38.97539,-92.3243
6,911 CHECKS,38.99708,-92.31589
6,LARCENY,39.00077,-92.31671
6,911 CHECKS,38.97802,-92.33315
6,911 CHECKS,38.9691,-92.3337
6,DISTURBANCE,38.9899,-92.32768
6,LAW ALARM,38.98985,-92.32277
6,RECOVER PROPERTY,39.00625,-92.31783
6,SUSPICIOUS INCIDENT,38.96946,-92.32725
6,LAW ALARM,38.97247,-92.33092
6,DISTURBANCE,38.98405,-92.33006
6,CHECK SUBJECT,38.9835,-92.3368
6,TRESPASS SUBJECT,39.00672,-92.31949
6,DISTURBANCE,38.9926,-92.32776
6,SPECIAL ASSIGNMENT,38.98465,-92.32431
6,VANDALISM,38.98868,-92.32628
6,PEACE DISTURBANCE,39.0073,-92.3177
6,PARKING VIOLATION,39.00882,-92.33522
6,ASSIST MEDICS,38.971,-92.3337
6,LAW ALARM,38.9687,-92.325
6,SUSPICIOUS PERSON,38.97173,-92.32763
6,LAW ALARM,38.97022,-92.31592
6,ACCIDENT,38.97022,-92.31592
6,LAW ALARM,38.97039,-92.33199
6,LAW ALARM,38.99039,-92.32784
6,PARKING VIOLATION,39.00414,-92.31426
6,911 CHECKS,38.98431,-92.31036
6,PARKING VIOLATION,38.99266,-92.32523
6,BURGLARY,39.00663,-92.31932
6,SUSPICIOUS PERSON,38.97597,-92.32684
6,CHECK OPEN BUSINESS,38.97044,-92.33521
6,911 CHECKS,38.97228,-92.33667
6,ASSIST FIRE,38.97228,-92.33667
6,LEAVING THE SCENE ACCIDENT,38.97711,-92.33934
6,TRESPASS SUBJECT,39.00741,-92.31611
6,911 CHECKS,38.98699,-92.32604
6,DISTURBANCE,39.001,-92.3173
6,LOCKOUT,38.97052,-92.33297
6,911 CHECKS,38.99274,-92.32319
6,911 CHECKS,39.0009,-92.3128
6,911 CHECKS,38.99226,-92.32432
6,WARRANT,38.98017,-92.3252
6,911 CHECKS,39.00077,-92.31479
6,LAW ALARM,38.9891,-92.32397
6,VANDALISM,38.98047,-92.32518
6,CIVIL MATTER,38.97597,-92.32684
6,CHECK SUBJECT,38.99216,-92.31048
6,TRAFFIC HAZARD,38.97071,-92.32614
6,WARRANT,38.97071,-92.32614
6,PARKING VIOLATION,38.98582,-92.34608
6,DISTURBANCE,38.9715,-92.3301
6,ASSIST FIRE,38.9891,-92.32397
6,911 CHECKS,38.99437,-92.31592
6,911 CHECKS,38.97052,-92.33297
7,TRAFFIC STOP,38.9129,-92.2935
7,CHECK OPEN BUSINESS,38.93407,-92.29297
7,STALLED VEHICLE,38.9322,-92.2948
7,PARKING VIOLATION,38.9121,-92.2996
7,TRAFFIC,38.9133,-92.304
7,911 CHECKS,38.89277,-92.29838
7,CHECK THE WELFARE,38.9211,-92.3171
7,CHECK OPEN BUSINESS,38.91361,-92.29506
7,SUSPICIOUS PERSON,38.91077,-92.29854
7,SUSPICIOUS PERSON,38.91221,-92.29249
7,911 CHECKS,38.90384,-92.28607
7,DWI,38.9322,-92.2948
7,911 CHECKS,38.90875,-92.294158
7,SUSPICIOUS PERSON,38.91474,-92.30014
7,HARASSMENT,38.91077,-92.29854
7,TRAFFIC STOP,38.90663,-92.30305
7,TRAFFIC STOP,38.913,-92.2985
7,LAW ALARM,38.9287,-92.31017
7,C&I DRIVING,38.9129,-92.2935
7,ACCIDENT,38.9129,-92.2934
7,DWI,38.92062,-92.30805
7,DWI,38.907367,-92.299836
7,LAW ALARM,38.92087,-92.30306
7,DWI,38.9212,-92.3076
7,DWI,38.9212,-92.3076
7,DWI,38.9212,-92.3076
7,DWI,38.9212,-92.3076
7,SUSPICIOUS PERSON,38.93709,-92.29695
7,SUSPICIOUS INCIDENT,38.91014,-92.29817
7,TRAFFIC STOP,38.91351,-92.295444
7,HARASSMENT,38.9104,-92.29736
7,911 CHECKS,38.91541,-92.31299
7,LEAVING THE SCENE ACCIDENT,38.90369,-92.30488
7,911 CHECKS,38.93014,-92.29964
7,ASSIST OFFICER,38.90132,-92.30971
7,911 CHECKS,38.93014,-92.29964
7,LAW ALARM,38.91415,-92.29627
7,911 CHECKS,38.91041,-92.30457
7,DWI,38.90976,-92.31293
7,LAW ALARM,38.91014,-92.29817
7,SUSPICIOUS INCIDENT,38.91512,-92.31201
7,TRAFFIC STOP,38.90786,-92.29963
7,911 CHECKS,38.9075,-92.31
7,LEAVING THE SCENE ACCIDENT,38.9321,-92.2951
7,LEAVING THE SCENE ACCIDENT,38.93051,-92.31384
7,911 CHECKS,38.90358,-92.30795
7,TRESPASSING,38.90944,-92.30751
7,TRAFFIC OBSERVATION,38.8982,-92.2806
7,LITTERING,38.91454,-92.31302
7,LAW ALARM,38.93014,-92.29964
7,DISTURBANCE,38.9129,-92.2935
7,ASSIST MEDICS,38.91512,-92.31201
7,VANDALISM,38.9192,-92.2879
7,TRAFFIC,38.91014,-92.29817
7,PEACE DISTURBANCE,38.91206,-92.30536
7,DISTURBANCE,38.91014,-92.29817
7,LAW ALARM,38.91197,-92.31005
7,FOOT PATROL,38.9129,-92.2938
7,HARASSMENT,38.90893,-92.30443
7,ASSIST CITIZEN,38.88797,-92.26387
7,LARCENY MV,38.8825,-92.26474
7,PUBLIC RELATIONS,38.93788,-92.29909
7,911 CHECKS,38.90859,-92.29983
7,LAW ALARM,38.91151,-92.30606
7,SUSPICIOUS PERSON,38.9129,-92.2938
7,SUSPICIOUS PERSON,38.9322,-92.2948
7,LAW ALARM,38.92567,-92.31136
7,911 CHECKS,38.91474,-92.30014
7,CHECK BUILDING,38.91361,-92.29506
7,CHECK SUBJECT,38.93208,-92.31066
7,911 CHECKS,38.90759,-92.29928
7,TRAFFIC HAZARD,38.912716,-92.288173
7,TRAFFIC STOP,38.9316,-92.2984
7,TRAFFIC HAZARD,38.92119,-92.30826
7,LAW ALARM,38.8166,-92.21349
7,PUBLIC RELATIONS,38.9129,-92.2938
7,SPECIAL ASSIGNMENT,38.9202,-92.3171
7,PUBLIC RELATIONS,38.93343,-92.29862
7,911 CHECKS,38.9129,-92.2935
7,911 CHECKS,38.90351,-92.28752
7,911 CHECKS,38.91569,-92.30417
7,DISTURBANCE,38.91217,-92.28996
7,CHECK OPEN BUSINESS,38.93014,-92.29964
7,HARASSMENT,38.912073,-92.292501
7,FRAUD,38.9131,-92.3
7,SUSPICIOUS PERSON,38.901151,-92.303723
7,TRAFFIC STOP,38.8982,-92.2806
7,911 CHECKS,38.91123,-92.30475
7,LEAVING THE SCENE ACCIDENT,38.9129,-92.2935
7,911 CHECKS,38.90577,-92.30281
7,911 CHECKS,38.898,-92.2807
7,SUSPICIOUS INCIDENT,38.9129,-92.2935
7,911 CHECKS,38.9211,-92.3171
7,CHECK OPEN BUSINESS,38.93325,-92.29233
7,LAW ALARM,38.9133,-92.3132
7,CHECK OPEN BUSINESS,38.91361,-92.29506
7,DWI,38.91543,-92.31377
7,HARASSMENT,38.93106,-92.29236
7,LARCENY,38.93372,-92.30958
7,911 CHECKS,38.91544,-92.31372
7,DISTURBANCE,38.912073,-92.292501
7,911 CHECKS,38.91221,-92.29249
7,911 CHECKS,38.90763,-92.29925
7,CIVIL MATTER,38.91005,-92.31125
7,BURGLARY,38.911718,-92.312712
7,ASSIST MEDICS,38.91041,-92.30457
7,DISTURBANCE,38.91159,-92.30122
7,TRESPASSING,38.9096,-92.2955
8,LAW ALARM,38.97468,-92.28922
8,911 CHECKS,38.94894,-92.30665
8,911 CHECKS,38.961611,-92.308831
8,PEACE DISTURBANCE,38.9608,-92.28674
8,LAW ALARM,38.96766,-92.27625
8,TRAFFIC STOP,38.954,-92.2925
8,TRAFFIC OBSERVATION,38.9464,-92.2935
8,TRAFFIC STOP,38.9668,-92.2915
8,911 CHECKS,38.9613,-92.2852
8,DISTURBANCE,38.97632,-92.30499
8,PARKING VIOLATION,38.95327,-92.29662
8,VANDALISM,38.9649,-92.2982
8,911 CHECKS,38.96283,-92.31125
8,WARRANT,38.96329,-92.29079
8,911 CHECKS,38.9555,-92.29
8,LARCENY,38.97107,-92.30984
8,911 CHECKS,38.9626,-92.3111
8,ACCIDENT,38.96329,-92.29079
8,FORGERY,38.96423,-92.2889
8,DISTURBANCE,38.97171,-92.30481
8,TRAFFIC,38.9664,-92.3058
8,RECOVER PROPERTY,38.94867,-92.29954
8,911 CHECKS,38.96056,-92.28981
8,HARASSMENT,38.96933,-92.30462
8,ACCIDENT,38.9465,-92.2938
8,TRESPASSING,38.95495,-92.29669
8,RECOVER PROPERTY,38.9617,-92.2921
8,LAW ALARM,38.96423,-92.2889
8,LAW ALARM,38.97118,-92.30376
8,TRAFFIC STOP,38.961,-92.2813
8,DISTURBANCE,38.9636,-92.2918
8,ASSAULT,38.95495,-92.29669
8,911 CHECKS,38.94337,-92.29468
8,STALLED VEHICLE,38.9611,-92.2737
8,911 CHECKS,38.95257,-92.29414
8,CHECK SUBJECT,38.96195,-92.29775
8,TRAFFIC HAZARD,38.9627,-92.2962
8,SHOPLIFTING,38.95495,-92.29669
8,ASSAULT,38.96509,-92.30931
8,HARASSMENT,38.97944,-92.29337
8,TRESPASSING,38.96834,-92.30648
8,TRAFFIC STOP,38.9639,-92.31
8,TRAFFIC STOP,38.9805,-92.3025
8,ASSAULT,38.96955,-92.29756
8,STALLED VEHICLE,38.973,-92.2971
8,SUSPICIOUS PERSON,38.95495,-92.29669
8,911 CHECKS,38.97901,-92.28938
8,ASSIST MEDICS,38.953,-92.301
8,DISTURBANCE,38.96958,-92.29768
8,911 CHECKS,38.9766,-92.283
8,CHECK TRAFFIC LIGHTS,38.9619,-92.2921
8,DISTURBANCE,38.96719,-92.28659
8,ACCIDENT,38.9485,-92.2958
8,911 CHECKS,38.9485,-92.2958
8,LARCENY MV,38.97544,-92.2876
8,ASSIST CITIZEN,38.97234,-92.30666
8,CHECK OPEN BUSINESS,38.96443,-92.29003
8,TRAFFIC STOP,38.9613,-92.3102
8,SUSPICIOUS PERSON,38.980876,-92.298194
8,SUSPICIOUS INCIDENT,38.95436,-92.29832
8,CHECK SUBJECT,38.9766,-92.2971
8,TRAFFIC STOP,38.9674,-92.3093
8,911 CHECKS,38.94491,-92.29628
8,CHECK OPEN BUSINESS,38.96443,-92.29003
8,TRAFFIC STOP,38.9612,-92.2889
8,CHECK SUBJECT,38.96039,-92.29301
8,CHECK SUBJECT,38.95827,-92.2913
8,TRAFFIC STOP,38.9731,-92.3025
8,TRAFFIC STOP,38.9776,-92.2977
8,CHECK SUBJECT,38.9637,-92.3011
8,911 CHECKS,38.9552,-92.2939
8,911 CHECKS,38.97899,-92.28944
8,HARASSMENT,38.94894,-92.30665
8,911 CHECKS,38.94756,-92.30042
8,DISTURBANCE,38.96762,-92.30468
8,911 CHECKS,38.94756,-92.30042
8,TRAFFIC STOP,38.96962,-92.30517
8,911 CHECKS,38.95495,-92.29669
8,ASSIST FIRE,38.94571,-92.30242
8,HARASSMENT,38.97944,-92.29337
8,TRAFFIC STOP,38.96328,-92.31124
8,TRAFFIC STOP,38.97546,-92.29598
8,ACCIDENT,38.94909,-92.29437
8,SUSPICIOUS VEHICLE,38.95336,-92.29828
8,C&I DRIVING,38.9617,-92.2921
8,CHECK SUBJECT,38.96834,-92.30648
8,DISTURBANCE,38.96834,-92.30648
8,TRAFFIC STOP,38.9691,-92.2796
8,CHECK SUBJECT,38.9617,-92.2921
8,911 CHECKS,38.97828,-92.30396
8,PARKING VIOLATION,38.95495,-92.29669
8,911 CHECKS,38.9588,-92.2932
8,VANDALISM,38.95142,-92.28973
8,TRAFFIC STOP,38.9434,-92.2867
8,TRAFFIC HAZARD,38.9673,-92.3083
8,LOCKOUT,38.9464,-92.2935
8,ACCIDENT,38.96174,-92.29412
8,911 CHECKS,38.97944,-92.29337
8,TRAFFIC STOP,38.97358,-92.30155
8,TRAFFIC STOP,38.968,-92.3012
8,CHECK OPEN BUSINESS,38.96443,-92.27828
8,TRAFFIC STOP,38.9785,-92.3025
8,LARCENY,38.94969,-92.29632
8,CHECK OPEN BUSINESS,38.96443,-92.29003
8,MISSING PERSON,38.96877,-92.281
8,CHECK SUBJECT,38.94894,-92.30665
8,VANDALISM,38.95145,-92.28979
8,ASSIST FIRE,38.9696,-92.3019
8,DISTURBANCE,38.96877,-92.281
8,LAW ALARM,38.96306,-92.30848
8,MISSING PERSON,38.97866,-92.28946
8,911 CHECKS,38.9682,-92.2791
8,LARCENY,38.94969,-92.29632
8,TRAFFIC CONTROL,38.96174,-92.29412
8,TRAFFIC,38.96174,-92.29412
8,ASSIST FIRE,38.96778,-92.30456
8,ACCIDENT,38.9485,-92.2958
8,CHECK TRAFFIC LIGHTS,38.96174,-92.29412
8,CHECK TRAFFIC LIGHTS,38.9639,-92.31
8,TRAFFIC HAZARD,38.9636,-92.2918
8,ACCIDENT,38.9469,-92.2995
8,TRAFFIC STOP,38.9639,-92.31
8,911 CHECKS,38.9668,-92.2915
8,ASSIST FIRE,38.9696,-92.3012
8,FRAUD,38.96567,-92.30722
8,UNKNOWN PROBLEM,38.9594,-92.2923
8,ACCIDENT,38.9466,-92.2962
8,911 CHECKS,38.94915,-92.2961
8,911 CHECKS,38.95919,-92.30454
8,FRAUD,38.97431,-92.30058
8,911 CHECKS,38.9682,-92.2808
8,VANDALISM,38.9617,-92.2921
8,CHECK SUBJECT,38.96346,-92.28559
8,BURGLARY,38.9619,-92.2921
8,ACCIDENT,38.9682,-92.2808
8,PEACE DISTURBANCE,38.96842,-92.28077
8,LAW ALARM,38.95495,-92.29669
8,TRAFFIC STOP,38.96443,-92.29003
8,LAW ALARM,38.95729,-92.29121
8,911 CHECKS,38.9639,-92.31
8,HARASSMENT,38.9617,-92.2921
8,TRAFFIC STOP,38.9617,-92.2921
8,TRAFFIC STOP,38.96834,-92.30648
8,TRAFFIC,38.96834,-92.30648
8,LAW ALARM,38.95495,-92.29669
8,CHECK SUBJECT,38.9465,-92.2938
8,FIREWORKS,38.96775,-92.30369
8,CIVIL MATTER,38.9731,-92.3025
8,FOOT PATROL,38.95327,-92.29662
8,PEACE DISTURBANCE,38.96334,-92.28906
8,TRAFFIC STOP,38.96053,-92.28397
8,911 CHECKS,38.9681,-92.3074
8,CHECK SUBJECT,38.9664,-92.3058
8,TRAFFIC HAZARD,38.96946,-92.2963
8,PEACE DISTURBANCE,38.96324,-92.28991
8,VANDALISM,38.9588,-92.29112
8,VANDALISM,38.96324,-92.28991
8,CHECK SUBJECT,38.95495,-92.29669
8,PARKING VIOLATION,38.96355,-92.28626
8,SUSPICIOUS INCIDENT,38.9717,-92.276
8,BURGLARY,38.96788,-92.30144
8,LAW ALARM,38.94469,-92.30102
8,VANDALISM,38.9575,-92.2934
8,PARKING VIOLATION,38.96781,-92.30199
8,SUSPICIOUS VEHICLE,38.95665,-92.28139
8,TRAFFIC,38.95495,-92.29669
8,TRAFFIC STOP,38.96945,-92.29625
8,PARKING VIOLATION,38.97738,-92.30495
8,DISTURBANCE,38.9675,-92.3093
8,911 CHECKS,38.96901,-92.29724
8,PARKING VIOLATION,38.95919,-92.30454
8,911 CHECKS,38.966,-92.3096
8,TRAFFIC,38.9754,-92.3023
8,TRAFFIC STOP,38.96751,-92.30474
8,DISTURBANCE,38.9675,-92.3093
8,RECOVER PROPERTY,38.96342,-92.27593
8,BURGLARY,38.9594,-92.2923
8,911 CHECKS,38.9594,-92.2923
8,911 CHECKS,38.95495,-92.29669
8,LARCENY MV,38.96778,-92.3019
8,TRAFFIC STOP,38.9619,-92.2921
8,TRAFFIC STOP,38.9594,-92.2923
8,TRAFFIC STOP,38.95827,-92.2913
8,TRAFFIC STOP,38.9675,-92.3093
8,TRESPASSING,38.96447,-92.28498
8,SUSPICIOUS PERSON,38.95043,-92.29028
8,HARASSMENT,38.95827,-92.2913
8,TRESPASSING,38.95145,-92.29015
8,ASSIST MEDICS,38.9594,-92.2923
8,LARCENY,38.97468,-92.28922
8,TRAFFIC HAZARD,38.9469,-92.2995
8,TRAFFIC HAZARD,38.9594,-92.2923
8,LAW ALARM,38.97324,-92.28942
8,CIVIL MATTER,38.9489,-92.2942
8,ROBBERY,38.9468,-92.2984
8,HARASSMENT,38.95919,-92.30454
8,SPECIAL ASSIGNMENT,38.9612,-92.2889
8,ACCIDENT,38.9462,-92.2996
8,CHECK SUBJECT,38.96781,-92.30199
8,PARKING VIOLATION,38.95325,-92.30339
8,ASSIST CITIZEN,38.959338,-92.293187
8,911 CHECKS,38.95125,-92.29016
8,PARKING VIOLATION,38.96921,-92.29636
