cluster,incident_type,lat,lng
2,PEACE DISTURBANCE,38.9647,-92.3339
2,ASSIST MEDICS,38.964,-92.3247
2,KEEP THE PEACE,38.9546,-92.329
2,ASSIST CITIZEN,38.9525,-92.3305
2,911 CHECKS,38.95866,-92.32963
2,FOOT PATROL,38.95633,-92.33356
2,CHECK SUBJECT,38.951,-92.3276
2,LEAVING THE SCENE ACCIDENT,38.9537,-92.3341
2,LAW ALARM,38.95014,-92.3081
2,CIVIL MATTER,38.9605,-92.3294
2,LARCENY MV,38.9504,-92.33325
2,ACCIDENT,38.96675,-92.32256
2,911 CHECKS,38.96431,-92.33437
2,ASSIST MEDICS,38.96255,-92.32279
2,LARCENY,38.95633,-92.33356
2,911 CHECKS,38.9525,-92.3305
2,911 CHECKS,38.9516,-92.3291
2,SUSPICIOUS INCIDENT,38.95248,-92.33047
2,TRAFFIC STOP,38.9513,-92.32905
2,911 CHECKS,38.96135,-92.34235
2,TRAFFIC STOP,38.95633,-92.33356
2,LAW ALARM,38.95339,-92.32624
2,WARRANT,38.96453,-92.33967
2,911 CHECKS,38.95235,-92.32444
2,LARCENY,38.95339,-92.32624
2,TRAFFIC STOP,38.96588,-92.33413
2,KEEP THE PEACE,38.9536,-92.3264
2,911 CHECKS,38.95514,-92.33694
2,TRAFFIC STOP,38.95514,-92.33694
2,KEEP THE PEACE,38.9604,-92.3387
2,CHECK SUBJECT,38.949,-92.3171
2,CHECK SUBJECT,38.9482,-92.3343
2,SUSPICIOUS PERSON,38.96668,-92.33325
2,RECOVER PROPERTY,38.9513,-92.3437
2,MISCHIEF,38.95166,-92.32489
2,ACCIDENT,38.95183,-92.33119
2,TRAFFIC STOP,38.95166,-92.32582
2,911 CHECKS,38.95166,-92.32582
2,WARRANT,38.9515,-92.3255
2,DISTURBANCE,38.9494,-92.3255
2,FOOT PATROL,38.9513,-92.3196
2,TRAFFIC STOP,38.95628,-92.34214
2,TRESPASS SUBJECT,38.9379,-92.3343
2,TRAFFIC STOP,38.9517,-92.3352
2,TRAFFIC STOP,38.9526,-92.3265
2,TRAFFIC STOP,38.9389,-92.322
2,TRAFFIC STOP,38.9494,-92.3255
2,DISTURBANCE,38.95744,-92.34089
2,DISTURBANCE,38.95166,-92.32597
2,CHECK SUBJECT,38.9652,-92.3386
2,TRAFFIC,38.945824,-92.334717
2,LARCENY MV,38.9583,-92.3131
2,LARCENY,38.9482,-92.3343
2,911 CHECKS,38.9585,-92.3424
2,LAW ALARM,38.9609,-92.3328
2,911 CHECKS,38.96037,-92.33533
2,LAW ALARM,38.9622,-92.3365
2,TRAFFIC STOP,38.96198,-92.34309
2,911 CHECKS,38.95439,-92.33972
2,CIVIL MATTER,38.95633,-92.33356
2,ASSIST MEDICS,38.9505,-92.3276
2,FOOT PATROL,38.95633,-92.33356
2,SUSPICIOUS INCIDENT,38.9592,-92.3388
2,ACCIDENT,38.9526,-92.3265
2,911 CHECKS,38.96463,-92.32797
2,DISTURBANCE,38.9516,-92.3281
2,911 CHECKS,38.93978,-92.33192
2,911 CHECKS,38.96431,-92.33437
2,SUSPICIOUS VEHICLE,38.95633,-92.33356
2,LAW ALARM,38.95243,-92.32772
2,PARKING VIOLATION,38.95868,-92.34309
2,DISTURBANCE,38.95633,-92.33356
2,ABANDONED VEHICLE,38.96668,-92.33325
2,CHECK SUBJECT,38.9652,-92.3386
2,911 CHECKS,38.94972,-92.33219
2,HARASSMENT,38.96488,-92.338
2,DWI,38.95016,-92.33567
2,CIVIL MATTER,38.96612,-92.32394
2,LARCENY,38.9647,-92.3345
2,SUSPICIOUS INCIDENT,38.9445,-92.3346
2,911 CHECKS,38.95138,-92.32997
2,911 CHECKS,38.96619,-92.33476
2,DISTURBANCE,38.9525,-92.3402
2,CHECK THE WELFARE,38.9562,-92.31467
2,ABANDONED VEHICLE,38.95234,-92.32774
2,FRAUD,38.95248,-92.33047
2,MISCHIEF,38.96458,-92.33668
2,ACCIDENT,38.949,-92.3256
2,ASSIST CITIZEN,38.95248,-92.33047
2,ASSIST FIRE,38.95633,-92.33356
2,911 CHECKS,38.96198,-92.34309
2,TRESPASSING,38.9546,-92.3311
2,FOOT PATROL,38.95949,-92.31573
2,TRAFFIC HAZARD,38.95178,-92.32821
2,PARKING VIOLATION,38.95633,-92.33356
2,ASSIST FIRE,38.9453,-92.31514
2,PARKING VIOLATION,38.946881,-92.310031
2,ACCIDENT,38.9537,-92.3347
2,KEEP THE PEACE,38.95179,-92.33794
2,TRAFFIC STOP,38.96645,-92.32311
2,911 CHECKS,38.95957,-92.31811
2,KEEP THE PEACE,38.9513,-92.32905
2,911 CHECKS,38.9525,-92.3305
2,911 CHECKS,38.95264,-92.31785
2,LARCENY,38.95248,-92.33047
2,STALLED VEHICLE,38.94977,-92.33338
2,CHECK BUILDING,38.95339,-92.32624
2,CHECK OPEN BUSINESS,38.93411,-92.32524
2,911 CHECKS,38.95091,-92.32881
2,911 CHECKS,38.96588,-92.33413
2,RECOVER PROPERTY,38.96053,-92.3337
2,VANDALISM,38.949028,-92.321812
2,PARKING VIOLATION,38.96612,-92.32394
2,TRAFFIC,38.95241,-92.32503
2,LARCENY,38.9485,-92.3276
2,TRAFFIC HAZARD,38.94924,-92.32605
2,SUSPICIOUS PERSON,38.94991,-92.33378
2,LAW ALARM,38.95345,-92.32238
2,CHECK BUILDING,38.94991,-92.33378
2,ASSAULT,38.96463,-92.32797
2,BURGLARY,38.95019,-92.326
2,LAW ALARM,38.9515,-92.3237
2,SUSPICIOUS INCIDENT,38.9526,-92.3297
2,DISTURBANCE,38.9494,-92.3219
2,TRAFFIC STOP,38.9347,-92.3231
2,TRAFFIC STOP,38.95167,-92.32564
2,TRESPASSING,38.95166,-92.32505
2,CHECK OPEN BUSINESS,38.9513,-92.32623
2,TRAFFIC STOP,38.95166,-92.32505
2,CHECK OPEN BUSINESS,38.9514,-92.3219
2,TRAFFIC STOP,38.9526,-92.3265
2,ACCIDENT,38.96143,-92.3292
2,PEACE DISTURBANCE,38.9636,-92.3256
2,TRAFFIC STOP,38.9641,-92.3293
2,TRAFFIC STOP,38.95248,-92.33047
2,HARASSMENT,38.95133,-92.32665
2,LARCENY,38.96512,-92.33493
2,PEACE DISTURBANCE,38.96463,-92.32797
2,PEACE DISTURBANCE,38.9546,-92.3323
2,911 CHECKS,38.9664,-92.3338
2,TRAFFIC STOP,38.9648,-92.33236
2,PEACE DISTURBANCE,38.96527,-92.34176
2,911 CHECKS,38.9515,-92.3265
2,BURGLARY,38.96464,-92.34204
2,SUSPICIOUS VEHICLE,38.96464,-92.34204
2,ASSIST OTHER AGENCY,38.9544,-92.33915
2,911 CHECKS,38.9649,-92.33954
2,CHECK SUBJECT,38.94935,-92.3338
2,CHECK OPEN BUSINESS,38.95262,-92.31929
2,ASSIST FIRE,38.95633,-92.33356
2,DWI,38.9556,-92.3283
2,911 CHECKS,38.958,-92.3317
2,DWI,38.9635,-92.3339
2,ABANDONED VEHICLE,38.9652,-92.3386
2,911 CHECKS,38.94962,-92.32024
2,TRAFFIC OBSERVATION,38.95248,-92.33047
2,CIVIL MATTER,38.96512,-92.33493
2,ASSAULT,38.95248,-92.33047
2,911 CHECKS,38.96512,-92.33493
2,LARCENY,38.9648,-92.3353
2,TRAFFIC HAZARD,38.95016,-92.33567
2,ACCIDENT,38.9515,-92.3243
2,CHECK OPEN BUSINESS,38.95633,-92.33356
2,SUSPICIOUS VEHICLE,38.95815,-92.31315
2,SPECIAL ASSIGNMENT,38.94568,-92.31931
2,PARKING VIOLATION,38.94447,-92.32043
2,911 CHECKS,38.95248,-92.33047
2,TRAFFIC STOP,38.95241,-92.34818
2,ACCIDENT,38.9526,-92.3286
2,ACCIDENT,38.94976,-92.329
2,BURGLARY,38.9436,-92.31689
2,TRAFFIC HAZARD,38.95132,-92.3305
2,911 CHECKS,38.96668,-92.33325
2,LARCENY MV,38.96588,-92.33413
2,STALLED VEHICLE,38.9526,-92.3275
2,911 CHECKS,38.9655,-92.3409
2,PARKING VIOLATION,38.9596,-92.33842
2,LARCENY,38.94981,-92.31585
2,LAW ALARM,38.94965,-92.32589
2,TRAFFIC STOP,38.9652,-92.3386
2,SUSPICIOUS VEHICLE,38.9506,-92.3342
2,911 CHECKS,38.96376,-92.32863
2,TRAFFIC STOP,38.96538,-92.33227
2,TRAFFIC STOP,38.9647,-92.3339
2,WARRANT,38.9647,-92.3339
2,TRAFFIC STOP,38.9647,-92.3339
2,DISTURBANCE,38.9541,-92.33375
2,LAW ALARM,38.96485,-92.32419
2,TRAFFIC STOP,38.95033,-92.32738
2,TRESPASSING,38.95933,-92.33237
2,STALLED VEHICLE,38.95019,-92.326
2,KEEP THE PEACE,38.9485,-92.3276
2,SUSPICIOUS VEHICLE,38.96603,-92.32151
2,TRAFFIC HAZARD,38.9563,-92.3405
2,ASSIST FIRE,38.96234,-92.3407
2,DISTURBANCE,38.9569,-92.3317
2,TRAFFIC STOP,38.95016,-92.33567
2,LARCENY,38.95589,-92.3346
2,HARASSMENT,38.9585,-92.3388
2,RECOVER PROPERTY,38.9601,-92.312
2,911 CHECKS,38.94991,-92.33378
2,PUBLIC RELATIONS,38.95633,-92.33356
2,TRAFFIC STOP,38.95633,-92.33356
2,ASSIST FIRE,38.95633,-92.33356
2,SPECIAL ASSIGNMENT,38.96281,-92.33612
2,SPECIAL ASSIGNMENT,38.9525,-92.3305
2,TRAFFIC STOP,38.9525,-92.3305
2,SPECIAL ASSIGNMENT,38.964,-92.3212
2,DISTURBANCE,38.961,-92.334
2,PUBLIC RELATIONS,38.9546,-92.3334
2,TRAFFIC STOP,38.95893,-92.33719
2,911 CHECKS,38.95236,-92.32207
2,HARASSMENT,38.9578,-92.3371
2,VANDALISM,38.96412,-92.33666
2,SPECIAL ASSIGNMENT,38.958,-92.3195
2,TRAFFIC STOP,38.9612,-92.3424
2,ACCIDENT,38.96281,-92.33612
2,911 CHECKS,38.9525,-92.3305
2,SUSPICIOUS INCIDENT,38.95633,-92.33356
2,FOOT PATROL,38.9546,-92.3377
2,911 CHECKS,38.9602,-92.3341
2,911 CHECKS,38.94791,-92.32343
2,ACCIDENT,38.95108,-92.33983
2,TRESPASS SUBJECT,38.9546,-92.3296
2,DISTURBANCE,38.95633,-92.33356
2,FOOT PATROL,38.9461,-92.31804
2,CHECK OPEN BUSINESS,38.95633,-92.33356
2,FOOT PATROL,38.95512,-92.32853
2,TRAFFIC STOP,38.95631,-92.31904
2,911 CHECKS,38.9527,-92.3341
2,911 CHECKS,38.9453,-92.31514
2,FRAUD,38.9504,-92.33325
2,KEEP THE PEACE,38.95873,-92.33677
2,ASSIST OTHER AGENCY,38.95432,-92.34022
2,LARCENY MV,38.9505,-92.3265
2,911 CHECKS,38.96512,-92.33493
2,PARKING VIOLATION,38.94987,-92.32676
2,TRESPASSING,38.95349,-92.31092
2,SUSPICIOUS INCIDENT,38.9526,-92.3308
2,BURGLARY,38.95227,-92.33333
2,KEEP THE PEACE,38.95068,-92.31508
2,911 CHECKS,38.95032,-92.32844
2,ASSIST OTHER AGENCY,38.94871,-92.33393
2,TRESPASSING,38.9584,-92.3154
2,TRAFFIC STOP,38.95884,-92.31682
2,LAW ALARM,38.9504,-92.33325
2,ABANDONED VEHICLE,38.94263,-92.33032
2,TRAFFIC STOP,38.95443,-92.34557
2,LAW ALARM,38.94263,-92.33032
2,CHECK OPEN BUSINESS,38.95116,-92.31611
2,LARCENY MV,38.95033,-92.32738
2,DEATH INVESTIGATION,38.9614,-92.3135
2,LAW ALARM,38.95434,-92.33679
2,911 CHECKS,38.95173,-92.32404
2,911 CHECKS,38.95547,-92.33671
2,911 CHECKS,38.96612,-92.32394
2,CHECK SUBJECT,38.94781,-92.32688
2,PEACE DISTURBANCE,38.9525,-92.3305
2,LAW ALARM,38.9496,-92.333
2,ASSAULT,38.94991,-92.33378
2,SUSPICIOUS PERSON,38.9426,-92.3069
2,ASSIST MEDICS,38.9488,-92.3085
2,CHECK SUBJECT,38.95663,-92.33509
2,TRAFFIC STOP,38.95948,-92.3338
2,MISSING PERSON,38.94935,-92.3338
2,TRAFFIC,38.95716,-92.33574
2,911 CHECKS,38.9641,-92.3293
2,TRAFFIC STOP,38.96134,-92.32603
2,LARCENY MV,38.95184,-92.32912
2,TRAFFIC STOP,38.96367,-92.32405
2,SPECIAL ASSIGNMENT,38.9495,-92.3287
2,SUSPICIOUS INCIDENT,38.9515,-92.3237
2,911 CHECKS,38.96561,-92.31993
2,TRESPASSING,38.9494,-92.3105
2,911 CHECKS,38.9504,-92.33325
2,FOOT PATROL,38.95215,-92.34751
2,CIVIL MATTER,38.95184,-92.32912
2,911 CHECKS,38.95339,-92.32624
2,ASSIST MEDICS,38.9504,-92.33325
2,PEACE DISTURBANCE,38.9379,-92.3343
2,911 CHECKS,38.9514,-92.3423
2,DISTURBANCE,38.9525,-92.3305
2,DISTURBANCE,38.9525,-92.3402
2,C&I DRIVING,38.9564,-92.3216
2,911 CHECKS,38.9516,-92.3297
2,TRAFFIC,38.95248,-92.33047
2,CHECK SUBJECT,38.95248,-92.33047
2,ACCIDENT,38.95248,-92.33047
2,ASSIST CITIZEN,38.9494,-92.3105
2,C&I DRIVING,38.9515,-92.31114
2,ASSIST OTHER AGENCY,38.95248,-92.33047
2,FRAUD,38.9515,-92.31114
2,ASSIST CITIZEN,38.9569,-92.3215
2,TRAFFIC HAZARD,38.96315,-92.32553
2,TRESPASSING,38.94232,-92.33234
2,911 CHECKS,38.9504,-92.33325
2,TRAFFIC OBSERVATION,38.96017,-92.32459
2,SUSPICIOUS VEHICLE,38.9494,-92.3105
2,911 CHECKS,38.9566,-92.312
2,TRAFFIC HAZARD,38.95064,-92.32739
2,PEACE DISTURBANCE,38.96384,-92.32583
2,911 CHECKS,38.9487,-92.31888
2,ABANDONED VEHICLE,38.95459,-92.34509
2,DISTURBANCE,38.96668,-92.33325
2,KEEP THE PEACE,38.9515,-92.3276
2,DISTURBANCE,38.96201,-92.32581
2,ACCIDENT,38.95339,-92.32624
2,CHECK OPEN BUSINESS,38.94871,-92.33393
2,CHECK OPEN BUSINESS,38.9504,-92.33325
2,CHECK SUBJECT,38.9453,-92.31947
2,911 CHECKS,38.95069,-92.33115
2,911 CHECKS,38.9431,-92.31929
2,PEACE DISTURBANCE,38.93828,-92.32926
2,KEEP THE PEACE,38.96106,-92.3428
2,CHECK OPEN BUSINESS,38.9604,-92.3387
2,CIVIL MATTER,38.9584,-92.3187
2,LARCENY,38.95705,-92.32109
2,DISTURBANCE,38.9494,-92.3105
2,LAW ALARM,38.9527,-92.3341
2,TRAFFIC STOP,38.96246,-92.32732
2,HARASSMENT,38.9563,-92.3405
2,TRESPASSING,38.96504,-92.33335
2,CHECK SUBJECT,38.95945,-92.31475
2,TRESPASS SUBJECT,38.9647,-92.3339
2,911 CHECKS,38.9543,-92.3415
2,911 CHECKS,38.9515,-92.3237
2,SUSPICIOUS INCIDENT,38.9474,-92.3267
2,TRAFFIC STOP,38.9652,-92.3386
2,DISTURBANCE,38.94965,-92.32589
2,TRESPASSING,38.95971,-92.3452
2,C&I DRIVING,38.9504,-92.33325
2,DWI,38.9548,-92.31491
2,DISTURBANCE,38.9504,-92.33325
2,HARASSMENT,38.95001,-92.33882
2,LARCENY MV,38.9558,-92.3228
2,CIVIL MATTER,38.96488,-92.338
2,DWI,38.94981,-92.31585
2,SUSPICIOUS VEHICLE,38.9602,-92.32905
2,TRESPASSING,38.94929,-92.32475
2,911 CHECKS,38.95482,-92.33158
2,ASSIST OFFICER,38.95724,-92.34071
2,911 CHECKS,38.95232,-92.32844
2,VANDALISM,38.94825,-92.32744
2,LAW ALARM,38.95733,-92.32234
2,RECOVER PROPERTY,38.95772,-92.33949
2,911 CHECKS,38.9517,-92.333
2,911 CHECKS,38.9564,-92.3216
2,TRAFFIC HAZARD,38.95733,-92.32123
2,LARCENY MV,38.96456,-92.32327
2,TRESPASSING,38.96198,-92.32414
2,ASSIST OTHER AGENCY,38.9555,-92.3342
2,911 CHECKS,38.96485,-92.32419
2,DISTURBANCE,38.96485,-92.32419
2,CHECK SUBJECT,38.96387,-92.32621
2,SHOTS FIRED,38.95173,-92.32404
2,PEACE DISTURBANCE,38.96485,-92.32419
2,DISTURBANCE,38.95168,-92.32661
2,SHOTS FIRED,38.94676,-92.33476
2,TRAFFIC HAZARD,38.95179,-92.32366
2,DWI,38.9515,-92.3255
2,SHOTS HEARD,38.9515,-92.3255
2,911 CHECKS,38.9589,-92.3179
2,911 CHECKS,38.95526,-92.32343
2,TRAFFIC STOP,38.9601,-92.3248
2,TRAFFIC STOP,38.964,-92.3212
2,911 CHECKS,38.95889,-92.32849
2,911 CHECKS,38.96263,-92.32737
2,DISTURBANCE,38.9546,-92.3355
2,TRAFFIC STOP,38.96612,-92.32394
2,ASSIST FIRE,38.94929,-92.32219
2,911 CHECKS,38.9481,-92.32744
3,STALLED VEHICLE,38.9883,-92.2858
3,CHECK SUBJECT,38.98081,-92.29148
3,SUSPICIOUS PERSON,38.98467,-92.29291
3,PARKING VIOLATION,38.98081,-92.29148
3,BURGLARY,38.98354,-92.28645
3,SUSPICIOUS VEHICLE,38.99407,-92.30189
3,HARASSMENT,38.98173,-92.29268
3,HARASSMENT,39.00265,-92.28127
3,911 CHECKS,38.97925,-92.28414
3,DISTURBANCE,38.99865,-92.28676
3,CHECK OPEN BUSINESS,38.98173,-92.29268
3,LAW ALARM,38.98409,-92.28677
3,TRAFFIC STOP,38.9855,-92.2933
3,CHECK BUILDING,38.99303,-92.28972
3,TRAFFIC STOP,38.9883,-92.2858
3,TRAFFIC STOP,39.0177,-92.2736
3,C&I DRIVING,39.0177,-92.2736
3,LOCKOUT,39.0149,-92.3087
3,911 CHECKS,39.0149,-92.3065
3,CHECK SUBJECT,38.99872,-92.30466
3,SUSPICIOUS PERSON,38.99688,-92.30348
3,911 CHECKS,38.9909,-92.3015
3,911 CHECKS,38.9884,-92.2931
3,DISTURBANCE,38.98354,-92.28645
3,911 CHECKS,39.00317,-92.28136
3,TRAFFIC,38.98577,-92.29052
3,ASSIST OFFICER,39.00386,-92.28286
3,ASSIST OTHER AGENCY,39.0177,-92.2736
3,FOOT PATROL,38.99509,-92.28828
3,911 CHECKS,38.99052,-92.30089
3,LOCKOUT,39.00386,-92.28286
3,911 CHECKS,38.9844,-92.2934
3,ASSIST CITIZEN,38.98173,-92.29268
3,911 CHECKS,38.98395,-92.29126
3,TRAFFIC STOP,38.98173,-92.29268
3,TRAFFIC STOP,38.99745,-92.30553
3,TRESPASSING,38.99407,-92.30189
3,911 CHECKS,39.01307,-92.25469
3,FRAUD,38.98196,-92.28646
3,ASSIST OTHER AGENCY,38.99627,-92.28679
3,RECOVER PROPERTY,39.00898,-92.27117
3,WARRANT,38.9855,-92.2973
3,LAW ALARM,38.99649,-92.2876
3,911 CHECKS,38.99627,-92.28549
3,911 CHECKS,38.98725,-92.29462
3,PARKING VIOLATION,38.9884,-92.2939
3,AUTO THEFT,38.9849,-92.2933
3,ANIMAL COMPLAINT,38.98582,-92.29907
3,SUSPICIOUS VEHICLE,38.9836,-92.3039
3,CHECK SUBJECT,38.99772,-92.27925
3,LAW ALARM,39.0001,-92.2868
3,TRAFFIC STOP,39.01486,-92.27673
3,911 CHECKS,38.99081,-92.30304
3,DISTURBANCE,38.981,-92.2798
3,TRAFFIC STOP,38.9841,-92.2934
3,911 CHECKS,38.9985,-92.2875
3,STALLED VEHICLE,38.9983,-92.28734
3,911 CHECKS,38.98809,-92.29409
3,BURGLARY,38.9844,-92.2934
3,LARCENY,38.98081,-92.28294
3,911 CHECKS,38.98354,-92.28645
3,ACCIDENT,38.99743,-92.28675
3,LAW ALARM,38.98668,-92.29411
3,PEACE DISTURBANCE,39.01951,-92.27318
3,AUTO THEFT,38.99538,-92.29687
3,VANDALISM,38.98816,-92.2941
3,DISTURBANCE,39.0177,-92.2736
3,911 CHECKS,39.00408,-92.28406
3,TRAFFIC STOP,38.9938,-92.3023
3,ACCIDENT,38.98526,-92.29467
3,SUSPICIOUS INCIDENT,38.9867,-92.29422
3,DISTURBANCE,38.98173,-92.29268
3,SUSPICIOUS VEHICLE,38.98395,-92.2967
3,DISTURBANCE,38.9977,-92.288
3,ASSIST FIRE,38.99788,-92.28762
3,DISTURBANCE,38.9967,-92.2887
3,CHECK SUBJECT,38.99788,-92.28762
3,SUSPICIOUS PERSON,38.996775,-92.285703
4,BURGLARY,38.97298,-92.26721
4,TRAFFIC STOP,38.96,-92.2532
4,TRESPASS SUBJECT,38.97205,-92.26854
4,CHECK SUBJECT,38.9657,-92.2694
4,SUSPICIOUS PERSON,38.96668,-92.2691
4,LARCENY,38.97446,-92.26271
4,BURGLARY,38.96869,-92.2696
4,TRAFFIC,38.9601,-92.2552
4,911 CHECKS,38.929777,-92.244892
4,ABANDONED VEHICLE,38.9642,-92.2557
4,BURGLARY,38.93214,-92.26205
4,LAW ALARM,38.97115,-92.2634
4,BURGLARY,38.97074,-92.2637
4,911 CHECKS,38.99224,-92.2509
4,TRAFFIC STOP,38.96361,-92.24995
4,CHECK SUBJECT,38.97744,-92.26002
4,TRAFFIC STOP,38.9654,-92.26252
4,LAW ALARM,38.9695,-92.2213
4,ACCIDENT,38.9803,-92.25782
4,911 CHECKS,38.9597,-92.2379
4,DISTURBANCE,38.96239,-92.25892
4,DISTURBANCE,38.97509,-92.27003
4,SUSPICIOUS INCIDENT,38.95025,-92.2527
4,ASSIST FIRE,38.96298,-92.25737
4,SUSPICIOUS PERSON,38.98359,-92.25931
4,911 CHECKS,38.96292,-92.2573
4,TRAFFIC STOP,38.96101753,-92.25198075
4,LAW ALARM,38.95064,-92.25223
4,LAW ALARM,38.98069,-92.25578
4,FRAUD,38.97511,-92.2465
4,911 CHECKS,38.9725,-92.2604
4,RECOVER PROPERTY,38.95733,-92.2592
4,TRAFFIC STOP,38.96288,-92.24961
4,911 CHECKS,38.98504,-92.26174
4,911 CHECKS,38.97571,-92.25293
4,DISTURBANCE,38.96293,-92.25857
4,LARCENY MV,38.96785,-92.23706
4,CHECK SUBJECT,38.95579,-92.24997
4,DISTURBANCE,38.95533,-92.25007
4,HARASSMENT,38.97388,-92.26002
4,911 CHECKS,38.96,-92.2532
4,911 CHECKS,38.9695,-92.2213
4,SPECIAL ASSIGNMENT,38.96282,-92.2572
4,DISTURBANCE,38.95739,-92.26042
4,SUSPICIOUS INCIDENT,38.9287,-92.256
4,UNKNOWN PROBLEM,38.95025,-92.2527
4,DISTURBANCE,38.96101753,-92.25198075
4,TRAFFIC HAZARD,38.9555,-92.2488
4,ASSIST OTHER AGENCY,38.9602,-92.2365
4,TRAFFIC STOP,38.95007,-92.25449
4,911 CHECKS,38.97499,-92.25423
4,ACCIDENT,38.96388,-92.25779
4,PEACE DISTURBANCE,38.9503,-92.255
4,TRAFFIC HAZARD,38.96277,-92.2507
4,911 CHECKS,38.95661,-92.26231
4,CHECK THE WELFARE,38.96093,-92.2507
4,ACCIDENT,38.94971,-92.25466
4,911 CHECKS,38.9855,-92.261
4,DISTURBANCE,38.9601,-92.2672
4,HARASSMENT,38.9602,-92.2531
4,DISTURBANCE,38.9602,-92.2531
4,LARCENY,38.97129,-92.26707
4,DISTURBANCE,38.9507,-92.2509
4,911 CHECKS,38.9695,-92.2213
4,SUSPICIOUS VEHICLE,38.9654,-92.26252
4,CHECK SUBJECT,38.97129,-92.26707
4,STALLED VEHICLE,38.97598,-92.27178
4,CHECK THE WELFARE,38.97129,-92.26707
4,CHECK OPEN BUSINESS,38.9602,-92.2531
4,SPECIAL ASSIGNMENT,38.9929,-92.25394
4,ACCIDENT,38.93025,-92.25981
4,TRESPASSING,38.9632,-92.2514
4,ACCIDENT,38.971118,-92.267053
4,ACCIDENT,38.9603,-92.2605
4,SPECIAL ASSIGNMENT,38.96024,-92.26802
4,ABANDONED VEHICLE,38.9727,-92.25973
4,911 CHECKS,38.96024,-92.26802
4,UNKNOWN PROBLEM,38.97301,-92.26849
4,DISTURBANCE,38.95702241,-92.25622819
4,TRAFFIC STOP,38.9602,-92.2531
4,ASSIST CITIZEN,38.95021,-92.25976
4,FRAUD,38.9797,-92.2648
4,LAW ALARM,38.93867,-92.24331
4,911 CHECKS,38.97526,-92.25377
4,PARKING VIOLATION,38.97428,-92.25815
4,SUSPICIOUS PERSON,38.97284,-92.26248
4,MISCHIEF,38.9662,-92.26266
4,DISTURBANCE,38.957652,-92.257765
4,DISTURBANCE,38.95702241,-92.25622819
4,TRESPASSING,38.96277,-92.2507
4,DWI,38.97096,-92.26825
4,LARCENY,38.9662,-92.26266
4,911 CHECKS,38.96926,-92.26483
4,ASSIST MEDICS,38.96,-92.2532
4,DISTURBANCE,38.9851,-92.2648
4,SHOTS HEARD,38.9755,-92.2548
4,PEACE DISTURBANCE,38.9606,-92.2625
4,DWI,38.9585,-92.2539
4,911 CHECKS,38.97431,-92.24681
4,DISTURBANCE,38.96473,-92.25802
5,DISTURBANCE,38.91312,-92.32405
5,TRAFFIC STOP,38.9101,-92.3332
5,911 CHECKS,38.90054,-92.35527
5,LARCENY,38.91065,-92.33114
5,911 CHECKS,38.90182,-92.33708
5,TRESPASS VEHICLE,38.8988,-92.34727
5,KEEP THE PEACE,38.90855,-92.34916
5,ASSAULT,38.89881,-92.34721
5,SUSPICIOUS VEHICLE,38.89758,-92.34239
5,911 CHECKS,38.91674,-92.33573
5,911 CHECKS,38.90817,-92.33377
5,911 CHECKS,38.90923,-92.31313
5,LAW ALARM,38.91999,-92.35567
5,ACCIDENT,38.9093,-92.3631
5,LAW ALARM,38.90726,-92.35473
5,SUSPICIOUS INCIDENT,38.91014,-92.33013
5,DWI,38.9134,-92.3188
5,PEACE DISTURBANCE,38.91714,-92.33874
5,MEDICAL EMERGENCY,38.91205,-92.33361
5,ANIMAL BITE,38.92037,-92.34186
5,CHECK OPEN BUSINESS,38.91011,-92.32955
5,911 CHECKS,38.9075,-92.3182
5,SUSPICIOUS PERSON,38.91036,-92.33747
5,911 CHECKS,38.91698,-92.33154
5,SUSPICIOUS PERSON,38.91036,-92.33747
5,TRESPASSING,38.91271,-92.32172
5,ABANDON CHILD,38.9161,-92.33363
5,SUSPICIOUS PERSON,38.90175,-92.35401
5,DWI,38.9134,-92.3188
5,CHECK SUBJECT,38.9078,-92.3418
5,911 CHECKS,38.90756,-92.33652
5,DWI,38.91123,-92.33836
5,CHECK SUBJECT,38.92964,-92.32181
5,CHECK SUBJECT,38.9131,-92.3264
5,TRESPASSING,38.89881,-92.34721
5,CHECK SUBJECT,38.9131,-92.3264
5,CHECK SUBJECT,38.9131,-92.3264
5,HARASSMENT,38.9108,-92.35474
5,SPECIAL ASSIGNMENT,38.9131,-92.3264
5,SUSPICIOUS PERSON,38.91748,-92.33725
5,KEEP THE PEACE,38.89974,-92.35206
5,911 CHECKS,38.91105,-92.32821
5,911 CHECKS,38.9062,-92.3473
5,TRAFFIC,38.8912,-92.3452
5,C&I DRIVING,38.90358,-92.3128
5,FOOT PATROL,38.9087,-92.354
5,ASSIST MEDICS,38.9087,-92.3391
5,ASSIST OFFICER,38.9163,-92.3347
5,ASSIST FIRE,38.91552,-92.33293
5,SUSPICIOUS PERSON,38.9142,-92.329
5,911 CHECKS,38.91021,-92.330863
5,PARKING VIOLATION,38.91381,-92.3434
5,VANDALISM,38.90368,-92.35859
5,ASSIST OTHER AGENCY,38.91119,-92.33854
5,LAW ALARM,38.90986,-92.33571
5,TRAFFIC STOP,38.89945,-92.34589
5,ACCIDENT,38.91312,-92.32405
5,OTHER OFFENSE,38.90901,-92.33595
5,VANDALISM,38.9102,-92.3349
5,HARASSMENT,38.92044,-92.31809
5,911 CHECKS,38.91306,-92.33377
